GEOID,zip_code,filedEviction,medianIncome,state,county,tract,incomeLevel,Single-family homes,Small multi-unit buildings (2-4 units),Larger apartment complexes (5+ units),"Mobile homes, boats, RVs, etc.",majorHouseType,lowBurdan,moderateBurdan,costBurdan,highBurdan,burden,OwnerOccupied,RenterOccupied,LiveType,White Alone,Black Alone,Hispanic or Latino,American Indian or Alaska Native Alone,Asian Alone,Native Hawaiian or Pacific Islander Alone,Some other race,"Mixed race (exluding ""Some other race"")",Majority,medianIncome_scaled,filedEviction_scaled,cluster
04013040513,N/A,0,70227,04,013,040513,Moderate,0.9500616522811344,0.004315659679408138,0.0,0.0,Single-family homes,0.0,0.10810810810810811,0.21621621621621623,0.2702702702702703,highBurdan,0.9651955507714388,0.03480444922856118,OwnerOccupied,0.9806243272335845,0.0057409400789379264,0.010405453893074991,0.003946896304269824,0.002511661284535343,0.0,0.0,0.007176175098672408,White Alone,-0.4510158027114636,-0.5659079185995026,3
04013040514,85375,3,61290,04,013,040514,Low,0.863740022805017,0.00798175598631699,0.0,0.005701254275940707,Single-family homes,0.0,0.0,0.40930232558139534,0.386046511627907,costBurdan,0.8958190541466758,0.1041809458533242,OwnerOccupied,0.9538826720922347,0.009155645981688708,0.01797219396405561,0.002034587995930824,0.01593760596812479,0.0,0.0027127839945744322,0.007121057985757884,White Alone,-0.7028328408259791,-0.5166878320280422,3
04013040515,85320,1,66991,04,013,040515,Moderate,0.788621873467386,0.0,0.011770475723393821,0.11770475723393821,Single-family homes,0.0,0.0,0.47904191616766467,0.2874251497005988,costBurdan,0.8920197044334975,0.10798029556650246,OwnerOccupied,0.7974409448818898,0.00531496062992126,0.17283464566929133,0.042913385826771656,0.0,0.0,0.05610236220472441,0.03897637795275591,White Alone,-0.542196281097787,-0.5495012230756825,3
04013040515,85390,7,66991,04,013,040515,Moderate,0.788621873467386,0.0,0.011770475723393821,0.11770475723393821,Single-family homes,0.0,0.0,0.47904191616766467,0.2874251497005988,costBurdan,0.8920197044334975,0.10798029556650246,OwnerOccupied,0.7974409448818898,0.00531496062992126,0.17283464566929133,0.042913385826771656,0.0,0.0,0.05610236220472441,0.03897637795275591,White Alone,-0.542196281097787,-0.4510610499327617,3
04013040516,85361,1,91583,04,013,040516,High,0.9728852838933951,0.0,0.0039397450753186555,0.0037079953650057938,Single-family homes,0.0,0.2976190476190476,0.0,0.36904761904761907,highBurdan,0.9772435897435897,0.022756410256410255,OwnerOccupied,0.8863247863247863,0.005235042735042735,0.16047008547008548,0.0017094017094017094,0.011217948717948718,0.0016025641025641025,0.027457264957264957,0.03461538461538462,White Alone,0.15073027158344424,-0.5495012230756825,4
04013040516,85396,2,91583,04,013,040516,High,0.9728852838933951,0.0,0.0039397450753186555,0.0037079953650057938,Single-family homes,0.0,0.2976190476190476,0.0,0.36904761904761907,highBurdan,0.9772435897435897,0.022756410256410255,OwnerOccupied,0.8863247863247863,0.005235042735042735,0.16047008547008548,0.0017094017094017094,0.011217948717948718,0.0016025641025641025,0.027457264957264957,0.03461538461538462,White Alone,0.15073027158344424,-0.5330945275518624,4
04013040522,85375,2,61250,04,013,040522,Low,0.8615040953090097,0.0,0.0,0.0,Single-family homes,0.3924731182795699,0.0,0.3790322580645161,0.18548387096774194,lowBurdan,0.8711363636363636,0.12886363636363637,OwnerOccupied,0.9656807405734928,0.009031384059607135,0.012192368480469631,0.0,0.006321968841724994,0.004289907428313389,0.0,0.008128245653646421,White Alone,-0.7039599171966382,-0.5330945275518624,3
04013040523,85375,1,83105,04,013,040523,Moderate,0.947016174010039,0.0,0.0050195203569436695,0.0,Single-family homes,0.0,0.09302325581395349,0.313953488372093,0.27906976744186046,costBurdan,0.9576485461441213,0.042351453855878636,OwnerOccupied,0.9333122629582806,0.015486725663716814,0.005689001264222503,0.0,0.012958280657395701,0.0,0.025600505689001265,0.0,White Alone,-0.0881535651777577,-0.5495012230756825,4
04013040524,N/A,0,86806,04,013,040524,High,0.9435483870967742,0.0,0.0,0.0,Single-family homes,0.0,0.14285714285714285,0.5306122448979592,0.0,costBurdan,0.9222829386763813,0.0777170613236187,OwnerOccupied,0.8961748633879781,0.0273224043715847,0.0649666059502125,0.0,0.014571948998178506,0.0,0.0,0.061930783242258654,White Alone,0.01612917601747801,-0.5659079185995026,4
04013040525,N/A,0,75139,04,013,040525,Moderate,0.9509632224168126,0.0,0.0,0.0,Single-family homes,0.10714285714285714,0.10714285714285714,0.2976190476190476,0.2976190476190476,costBurdan,0.9607514256960752,0.03924857430392486,OwnerOccupied,0.9724924521972492,0.0030191211003019122,0.018114726601811473,0.0,0.012411942301241194,0.0,0.0033545790003354577,0.00872190540087219,White Alone,-0.3126108243945228,-0.5659079185995026,3
04013040526,85374,1,65385,04,013,040526,Moderate,0.9172510518934082,0.0,0.0,0.05049088359046283,Single-family homes,0.0,0.0,0.5217391304347826,0.0,costBurdan,0.9669754329440193,0.03302456705598067,OwnerOccupied,0.9496576721707611,0.003221908981071285,0.022150624244865084,0.0,0.02617801047120419,0.0,0.00684655658477648,0.005638340716874748,White Alone,-0.587448397379751,-0.5495012230756825,3
04013040527,85374,9,81509,04,013,040527,Moderate,0.6171122994652406,0.0,0.0,0.30320855614973263,Single-family homes,0.21476510067114093,0.21476510067114093,0.19463087248322147,0.2684563758389262,highBurdan,0.8736910994764397,0.1263089005235602,OwnerOccupied,0.7567274305555556,0.01953125,0.11805555555555555,0.010633680555555556,0.055989583333333336,0.001736111111111111,0.06163194444444445,0.023003472222222224,White Alone,-0.13312391236705687,-0.4182476588851214,3
04013040528,N/A,0,78658,04,013,040528,Moderate,0.9137880129908473,0.0,0.0,0.009152642456451136,Single-family homes,0.0,0.23371647509578544,0.2835249042145594,0.10727969348659004,costBurdan,0.9336814621409921,0.06631853785900783,OwnerOccupied,0.9263707571801567,0.011314186248912098,0.038642297650130546,0.002959094865100087,0.019495213228894692,0.0,0.003133159268929504,0.029242819843342035,White Alone,-0.21345628068578615,-0.5659079185995026,3
04013040529,N/A,0,86319,04,013,040529,High,0.7521281922884326,0.0,0.08112168252378568,0.0,Single-family homes,0.12612612612612611,0.05405405405405406,0.26126126126126126,0.5165165165165165,highBurdan,0.8713168971737824,0.12868310282621767,OwnerOccupied,0.9614252061248527,0.016489988221436984,0.010306242638398116,0.004122497055359246,0.00441696113074205,0.0,0.005889281507656066,0.0,White Alone,0.002407021204703141,-0.5659079185995026,4
04013040530,85374,13,88355,04,013,040530,High,0.7849384503982622,0.0,0.0,0.0,Single-family homes,0.0,0.2727272727272727,0.2255892255892256,0.265993265993266,moderateBurdan,0.7757373400111297,0.22426265998887035,OwnerOccupied,0.7600332133960698,0.075560476058677,0.1857182396900083,0.02380293384998616,0.015776363133130362,0.0,0.04871298090229726,0.02186548574591752,White Alone,0.0597752084712527,-0.35262087678984083,4
04013040531,85374,22,59394,04,013,040531,Low,0.6512896825396826,0.06448412698412699,0.062003968253968256,0.004464285714285714,Single-family homes,0.14578587699316628,0.11617312072892938,0.42369020501138954,0.28018223234624146,costBurdan,0.7202231520223152,0.2797768479776848,OwnerOccupied,0.8495740149094781,0.05750798722044728,0.07028753993610223,0.0,0.007987220447284345,0.0,0.01597444089456869,0.019435569755058574,White Alone,-0.7562562607952217,-0.2049606170754596,3
04013040532,85373,11,117524,04,013,040532,Very High,0.8713389121338913,0.0,0.0,0.0,Single-family homes,0.032520325203252036,0.23170731707317074,0.4796747967479675,0.2073170731707317,costBurdan,0.8705865803910536,0.1294134196089464,OwnerOccupied,0.7767618511745674,0.04163736109157406,0.14305809537206357,0.0,0.013363342242228161,0.0,0.020959347306231536,0.10789140526093684,White Alone,0.8816674748651545,-0.38543426783748114,0
04013040532,85375,2,117524,04,013,040532,Very High,0.8713389121338913,0.0,0.0,0.0,Single-family homes,0.032520325203252036,0.23170731707317074,0.4796747967479675,0.2073170731707317,costBurdan,0.8705865803910536,0.1294134196089464,OwnerOccupied,0.7767618511745674,0.04163736109157406,0.14305809537206357,0.0,0.013363342242228161,0.0,0.020959347306231536,0.10789140526093684,White Alone,0.8816674748651545,-0.5330945275518624,0
04013040533,85383,1,105278,04,013,040533,High,0.7101010101010101,0.0,0.0,0.0,Single-family homes,0.2508710801393728,0.1254355400696864,0.3554006968641115,0.2682926829268293,costBurdan,0.7351502445842069,0.26484975541579314,OwnerOccupied,0.7421383647798742,0.061495457721872815,0.136617749825297,0.013976240391334731,0.027952480782669462,0.0,0.03563941299790356,0.039832285115303984,White Alone,0.5366130439878628,-0.5495012230756825,4
04013040534,N/A,0,88229,04,013,040534,High,0.9781281790437436,0.0,0.0,0.0,Single-family homes,0.0,0.6511627906976745,0.0,0.3488372093023256,moderateBurdan,0.9758248009101251,0.02417519908987486,OwnerOccupied,0.9465301478953356,0.015073947667804323,0.004550625711035267,0.0,0.00881683731513083,0.0,0.0,0.026450511945392493,White Alone,0.05622491790367645,-0.5659079185995026,4
04013040535,85383,6,125237,04,013,040535,Very High,0.953776310359059,0.0,0.0,0.0,Single-family homes,0.5625,0.26785714285714285,0.0,0.16964285714285715,lowBurdan,0.9365332482857599,0.06346675171424015,OwnerOccupied,0.8886939881996492,0.011640886620953595,0.11896029341412853,0.00287035560516664,0.04385265507893478,0.0,0.02057088183702759,0.0264710572476479,White Alone,1.0989959760375005,-0.4674677454565818,0
04013040535,85387,1,125237,04,013,040535,Very High,0.953776310359059,0.0,0.0,0.0,Single-family homes,0.5625,0.26785714285714285,0.0,0.16964285714285715,lowBurdan,0.9365332482857599,0.06346675171424015,OwnerOccupied,0.8886939881996492,0.011640886620953595,0.11896029341412853,0.00287035560516664,0.04385265507893478,0.0,0.02057088183702759,0.0264710572476479,White Alone,1.0989959760375005,-0.5495012230756825,0
04013040536,85383,20,144423,04,013,040536,Very High,0.846116504854369,0.0,0.0,0.0,Single-family homes,0.04100946372239748,0.13249211356466878,0.5772870662460567,0.138801261829653,costBurdan,0.8378625954198473,0.16213740458015266,OwnerOccupied,0.815267175572519,0.04931297709923664,0.11587786259541985,0.0,0.05068702290076336,0.0,0.014045801526717557,0.024274809160305343,White Alone,1.639598157224151,-0.23777400812309987,0
04013040537,N/A,0,129838,04,013,040537,Very High,0.9863123993558777,0.0,0.0,0.0,Single-family homes,0.0,0.0,1.0,0.0,costBurdan,0.9915938130464022,0.008406186953597848,OwnerOccupied,0.7629455279085406,0.09751176866173504,0.09583053127101547,0.0,0.03261600537995965,0.0,0.024546065904505716,0.04808338937457969,White Alone,1.2286379355725667,-0.5659079185995026,0
04013040538,85378,1,113095,04,013,040538,High,0.8954372623574145,0.0,0.0,0.03136882129277566,Single-family homes,0.0,0.6168831168831169,0.38311688311688313,0.0,moderateBurdan,0.9129247054806214,0.08707529451937852,OwnerOccupied,0.7272417320150018,0.046198431639959084,0.16859870439822708,0.006307534947153085,0.03596999659052165,0.0,0.04312990112512786,0.07415615410842141,White Alone,0.7568719437239226,-0.5495012230756825,4
04013040538,85387,12,113095,04,013,040538,High,0.8954372623574145,0.0,0.0,0.03136882129277566,Single-family homes,0.0,0.6168831168831169,0.38311688311688313,0.0,moderateBurdan,0.9129247054806214,0.08707529451937852,OwnerOccupied,0.7272417320150018,0.046198431639959084,0.16859870439822708,0.006307534947153085,0.03596999659052165,0.0,0.04312990112512786,0.07415615410842141,White Alone,0.7568719437239226,-0.36902757231366096,4
04013040539,85361,1,87319,04,013,040539,High,0.7939352170916609,0.0,0.0,0.15403170227429358,Single-family homes,0.0,0.0,0.31125827814569534,0.059602649006622516,costBurdan,0.9386909693454847,0.061309030654515324,OwnerOccupied,0.8405320170026053,0.017825311942959002,0.08227067050596462,0.007952831482243248,0.031537090360619774,0.0,0.04757987110928288,0.010420951597422186,White Alone,0.03058393047118131,-0.5495012230756825,4
04013040539,85387,12,87319,04,013,040539,High,0.7939352170916609,0.0,0.0,0.15403170227429358,Single-family homes,0.0,0.0,0.31125827814569534,0.059602649006622516,costBurdan,0.9386909693454847,0.061309030654515324,OwnerOccupied,0.8405320170026053,0.017825311942959002,0.08227067050596462,0.007952831482243248,0.031537090360619774,0.0,0.04757987110928288,0.010420951597422186,White Alone,0.03058393047118131,-0.36902757231366096,4
04013040539,85390,4,87319,04,013,040539,High,0.7939352170916609,0.0,0.0,0.15403170227429358,Single-family homes,0.0,0.0,0.31125827814569534,0.059602649006622516,costBurdan,0.9386909693454847,0.061309030654515324,OwnerOccupied,0.8405320170026053,0.017825311942959002,0.08227067050596462,0.007952831482243248,0.031537090360619774,0.0,0.04757987110928288,0.010420951597422186,White Alone,0.03058393047118131,-0.5002811365042221,4
04013040539,85396,1,87319,04,013,040539,High,0.7939352170916609,0.0,0.0,0.15403170227429358,Single-family homes,0.0,0.0,0.31125827814569534,0.059602649006622516,costBurdan,0.9386909693454847,0.061309030654515324,OwnerOccupied,0.8405320170026053,0.017825311942959002,0.08227067050596462,0.007952831482243248,0.031537090360619774,0.0,0.04757987110928288,0.010420951597422186,White Alone,0.03058393047118131,-0.5495012230756825,4
04013040540,85361,2,99139,04,013,040540,High,0.7331447430457332,0.0,0.0,0.12635549269212634,Single-family homes,0.0,0.09395973154362416,0.5167785234899329,0.38926174496644295,costBurdan,0.8254239925315077,0.1745760074684923,OwnerOccupied,0.6632954722265443,0.02940718842383694,0.35070795083242573,0.0,0.0,0.0,0.09973549089777502,0.1443908510969348,White Alone,0.3636349980009533,-0.5330945275518624,4
04013040540,85374,13,99139,04,013,040540,High,0.7331447430457332,0.0,0.0,0.12635549269212634,Single-family homes,0.0,0.09395973154362416,0.5167785234899329,0.38926174496644295,costBurdan,0.8254239925315077,0.1745760074684923,OwnerOccupied,0.6632954722265443,0.02940718842383694,0.35070795083242573,0.0,0.0,0.0,0.09973549089777502,0.1443908510969348,White Alone,0.3636349980009533,-0.35262087678984083,4
04013040540,85387,9,99139,04,013,040540,High,0.7331447430457332,0.0,0.0,0.12635549269212634,Single-family homes,0.0,0.09395973154362416,0.5167785234899329,0.38926174496644295,costBurdan,0.8254239925315077,0.1745760074684923,OwnerOccupied,0.6632954722265443,0.02940718842383694,0.35070795083242573,0.0,0.0,0.0,0.09973549089777502,0.1443908510969348,White Alone,0.3636349980009533,-0.4182476588851214,4
04013040541,85361,6,57731,04,013,040541,Low,0.6184821889519876,0.007227671657201859,0.0,0.20908621579762518,Single-family homes,0.0875,0.471875,0.1625,0.2,moderateBurdan,0.8365736284889317,0.16342637151106834,OwnerOccupied,0.8202117420596727,0.007314725697786333,0.21559191530317612,0.006159769008662175,0.008277189605389798,0.0,0.04889316650625602,0.08854667949951876,White Alone,-0.8031144609053749,-0.4674677454565818,3
04013050603,85037,1,61983,04,013,050603,Moderate,0.4133971291866029,0.0023923444976076554,0.0,0.423444976076555,Single-family homes,0.0744047619047619,0.09226190476190477,0.4017857142857143,0.17559523809523808,costBurdan,0.8191675410982862,0.1808324589017139,OwnerOccupied,0.6890169373144753,0.006460625109132181,0.37593853675571853,0.00785751702462022,0.001746114894360049,0.001396891915488039,0.1320062860136197,0.14894360048891217,White Alone,-0.6833062427043096,-0.5495012230756825,3
04013050603,85354,3,61983,04,013,050603,Moderate,0.4133971291866029,0.0023923444976076554,0.0,0.423444976076555,Single-family homes,0.0744047619047619,0.09226190476190477,0.4017857142857143,0.17559523809523808,costBurdan,0.8191675410982862,0.1808324589017139,OwnerOccupied,0.6890169373144753,0.006460625109132181,0.37593853675571853,0.00785751702462022,0.001746114894360049,0.001396891915488039,0.1320062860136197,0.14894360048891217,White Alone,-0.6833062427043096,-0.5166878320280422,3
04013050604,85354,3,72799,04,013,050604,Moderate,0.41130298273155413,0.0,0.0,0.336734693877551,Single-family homes,0.07165109034267912,0.14330218068535824,0.012461059190031152,0.19003115264797507,highBurdan,0.7911374541349139,0.2088625458650861,OwnerOccupied,0.7051926298157454,0.002233389168062535,0.30234505862646566,0.001954215522054718,0.026242322724734785,0.0,0.08151870463428253,0.14321608040201006,White Alone,-0.3785447920780817,-0.5166878320280422,3
04013050609,85016,1,85114,04,013,050609,High,0.8610702012763869,0.0,0.005400098183603338,0.0,Single-family homes,0.27941176470588236,0.4522058823529412,0.23897058823529413,0.029411764705882353,moderateBurdan,0.817150547971544,0.18284945202845607,OwnerOccupied,0.6679484714477985,0.020380696019996154,0.416266102672563,0.0,0.026533358969428957,0.0013458950201884253,0.15881561238223418,0.08805998846375697,White Alone,-0.031546154461403055,-0.5495012230756825,4
04013050609,85326,28,85114,04,013,050609,High,0.8610702012763869,0.0,0.005400098183603338,0.0,Single-family homes,0.27941176470588236,0.4522058823529412,0.23897058823529413,0.029411764705882353,moderateBurdan,0.817150547971544,0.18284945202845607,OwnerOccupied,0.6679484714477985,0.020380696019996154,0.416266102672563,0.0,0.026533358969428957,0.0013458950201884253,0.15881561238223418,0.08805998846375697,White Alone,-0.031546154461403055,-0.10652044393253876,4
04013050611,85326,24,106685,04,013,050611,High,0.7789772727272727,0.0,0.0,0.026136363636363635,Single-family homes,0.0,0.3323615160349854,0.4868804664723032,0.1457725947521866,costBurdan,0.8503937007874016,0.14960629921259844,OwnerOccupied,0.5834199970286733,0.03922151240528896,0.5156737483286288,0.003565592036844451,0.0077254494131629775,0.010399643440796316,0.15866884563957806,0.16297726935076512,White Alone,0.5762579553257976,-0.17214722602781932,4
04013050612,85326,28,102563,04,013,050612,High,0.9142253095741468,0.0,0.0,0.0,Single-family homes,0.22183098591549297,0.5246478873239436,0.08450704225352113,0.09859154929577464,moderateBurdan,0.9290175557056043,0.07098244429439568,OwnerOccupied,0.5026155923050962,0.06690853864326696,0.5814208572392845,0.018815389807627404,0.011981100236247048,0.0,0.26569355383057713,0.09897063786702666,Hispanic or Latino,0.4601127353293746,-0.10652044393253876,4
04013050613,85326,13,101972,04,013,050613,High,0.8265635074145713,0.0,0.0070921985815602835,0.019987105093488073,Single-family homes,0.24669603524229075,0.05726872246696035,0.6519823788546255,0.04405286343612335,costBurdan,0.825097070243558,0.17490292975644192,OwnerOccupied,0.6182170542635659,0.06782945736434108,0.5204369274136716,0.0007047216349541931,0.00035236081747709656,0.0,0.1846370683579986,0.09566596194503171,White Alone,0.44346018195288595,-0.35262087678984083,4
04013050614,85326,14,113961,04,013,050614,Very High,0.8740458015267175,0.0,0.0,0.0,Single-family homes,0.07878787878787878,0.5454545454545454,0.37575757575757573,0.0,moderateBurdan,0.8932242990654206,0.10677570093457944,OwnerOccupied,0.5436915887850468,0.08714953271028038,0.46892523364485983,0.0,0.007476635514018692,0.0,0.24789719626168225,0.1030373831775701,White Alone,0.7812731471486928,-0.3362141812660207,4
04013050615,85326,13,79276,04,013,050615,Moderate,0.7375075255869958,0.0,0.0,0.19325707405177603,Single-family homes,0.1826086956521739,0.34782608695652173,0.46956521739130436,0.0,costBurdan,0.9455116364979682,0.05448836350203177,OwnerOccupied,0.5513104466592839,0.07511997046880768,0.5765965300849022,0.004429678848283499,0.0,0.0,0.19047619047619047,0.1716500553709856,Hispanic or Latino,-0.19604295075910264,-0.35262087678984083,3
04013050616,85326,16,91955,04,013,050616,High,0.6869469026548672,0.0,0.0,0.0022123893805309734,Single-family homes,0.06405693950177936,0.3202846975088968,0.40569395017793597,0.2099644128113879,costBurdan,0.7400405131667792,0.2599594868332208,OwnerOccupied,0.611748818365969,0.06279540850776502,0.40074274139095206,0.04388926401080351,0.02599594868332208,0.0,0.14348413234301147,0.08170155300472653,White Alone,0.16121208183057412,-0.3034007902183804,4
04013050617,85326,40,99246,04,013,050617,High,0.797684338817794,0.0,0.0,0.009750152346130409,Single-family homes,0.2468354430379747,0.11075949367088607,0.3987341772151899,0.18037974683544303,costBurdan,0.8389878163074039,0.16101218369259607,OwnerOccupied,0.5848314606741573,0.13895131086142323,0.500561797752809,0.00599250936329588,0.040074906367041196,0.0,0.09737827715355805,0.06329588014981273,White Alone,0.3666499272924665,0.09035990235330292,4
04013050618,85396,12,155859,04,013,050618,Very High,0.9867899603698811,0.0,0.0,0.0,Single-family homes,0.0,1.0,0.0,0.0,moderateBurdan,0.9888673765730881,0.011132623426911906,OwnerOccupied,0.6236689254598258,0.0062923523717328175,0.3621732817037754,0.0037512100677637946,0.03303484995159729,0.0,0.02105517909002904,0.2627057115198451,White Alone,1.9618292915955953,-0.36902757231366096,0
04013050619,85236,1,132530,04,013,050619,Very High,0.9119478209309221,0.0,0.0,0.04476726949303291,Single-family homes,0.0,0.1095890410958904,0.773972602739726,0.11643835616438356,costBurdan,0.942604380192038,0.057395619807962026,OwnerOccupied,0.6566037735849056,0.005822102425876011,0.3839353099730458,0.0,0.012398921832884097,0.0,0.14889487870619947,0.1656064690026954,White Alone,1.3044901753179259,-0.5495012230756825,0
04013050619,85326,1,132530,04,013,050619,Very High,0.9119478209309221,0.0,0.0,0.04476726949303291,Single-family homes,0.0,0.1095890410958904,0.773972602739726,0.11643835616438356,costBurdan,0.942604380192038,0.057395619807962026,OwnerOccupied,0.6566037735849056,0.005822102425876011,0.3839353099730458,0.0,0.012398921832884097,0.0,0.14889487870619947,0.1656064690026954,White Alone,1.3044901753179259,-0.5495012230756825,0
04013050619,85340,1,132530,04,013,050619,Very High,0.9119478209309221,0.0,0.0,0.04476726949303291,Single-family homes,0.0,0.1095890410958904,0.773972602739726,0.11643835616438356,costBurdan,0.942604380192038,0.057395619807962026,OwnerOccupied,0.6566037735849056,0.005822102425876011,0.3839353099730458,0.0,0.012398921832884097,0.0,0.14889487870619947,0.1656064690026954,White Alone,1.3044901753179259,-0.5495012230756825,0
04013050619,85396,2,132530,04,013,050619,Very High,0.9119478209309221,0.0,0.0,0.04476726949303291,Single-family homes,0.0,0.1095890410958904,0.773972602739726,0.11643835616438356,costBurdan,0.942604380192038,0.057395619807962026,OwnerOccupied,0.6566037735849056,0.005822102425876011,0.3839353099730458,0.0,0.012398921832884097,0.0,0.14889487870619947,0.1656064690026954,White Alone,1.3044901753179259,-0.5330945275518624,0
04013050620,85395,1,114830,04,013,050620,Very High,0.8127953471464922,0.0,0.0,0.0,Single-family homes,0.04660194174757282,0.26407766990291265,0.5611650485436893,0.12815533980582525,costBurdan,0.8164794007490637,0.18352059925093633,OwnerOccupied,0.60628759505164,0.04914311655884689,0.3807740324594257,0.007263647713085916,0.016910679832028146,0.0,0.12314152763590966,0.13142662580864828,White Alone,0.8057588813012623,-0.5495012230756825,4
04013050620,85396,27,114830,04,013,050620,Very High,0.8127953471464922,0.0,0.0,0.0,Single-family homes,0.04660194174757282,0.26407766990291265,0.5611650485436893,0.12815533980582525,costBurdan,0.8164794007490637,0.18352059925093633,OwnerOccupied,0.60628759505164,0.04914311655884689,0.3807740324594257,0.007263647713085916,0.016910679832028146,0.0,0.12314152763590966,0.13142662580864828,White Alone,0.8057588813012623,-0.1229271394563589,4
04013050621,85354,1,91552,04,013,050621,High,0.8669008587041374,0.0,0.0,0.0585480093676815,Single-family homes,0.0,0.3717277486910995,0.31413612565445026,0.2670157068062827,moderateBurdan,0.9412903225806452,0.05870967741935484,OwnerOccupied,0.45221971407072986,0.14866172202515318,0.3885843276362464,0.04127700741696227,0.004944641513490272,0.0,0.1472643233365581,0.16242072449747394,White Alone,0.1498567873961834,-0.5495012230756825,4
